A:char(25)	B:char(25)	C:int	D:int	E:char(25)
Virginia	Grenada	9	59	Sheep
Maryland	Canada	7	21	Heron
Virginia	Florida	8	35	Giant_Panda
New_Jersey	Jordan	9	83	Peafowl
North_Dakota	Nauru	0	45	Camel
Alaska	CZECH_REPUBLIC	4	9	Pelican
Colorado	Oregon	5	62	Nightingale
West_Virginia	North_Carolina	8	1	Isogomphodon
Colorado	Tanzania	6	34	Carcharhiniformes
Wyoming	Serbia	7	18	Camel
Georgia	Slovakia	8	49	Otter
Indiana	Luxembourg	2	17	Angel_shark
Nevada	Zimbabwe	9	80	Prionace_glauca
Rhode_Island	Uganda	9	84	Carcharhiniformes
Minnesota	Morocco	3	79	Triaenodon
Iowa	France	8	72	Pony
California	Japan	5	52	Dogfish
South_Carolina	Virginia	3	26	Carcharhinus
Indiana	Wisconsin	6	42	Dogfish
New_Hampshire	Ukraine	8	46	Columbidae
Indiana	Namibia	4	56	Parmaturus
Oklahoma	Tunisia	9	30	Hawk
Massachusetts	Nauru	4	29	Columbidae
Idaho	Uzbekistan	2	39	Badger
Maine	Ireland	3	26	Sphyrna_lewini
Virginia	Vatican_City	3	29	Human
Georgia	Spain	9	33	Manatee
Oregon	Ireland	2	69	Quail
Indiana	Oregon	0	6	Bison
Ohio	South_Carolina	1	30	Hyena
Connecticut	Malaysia	8	67	Orectolobus
Maine	Georgia	4	87	Magpie
New_Hampshire	Tuvalu	8	95	Hornet
Alaska	Louisiana	2	99	Columbidae
Utah	Uganda	6	67	Giant_Panda
New_Hampshire	Finland	0	10	Apristurus
Utah	Malaysia	6	20	Cormorant
Michigan	Slovakia	3	20	Camel
Minnesota	Jordan	6	31	Beaver
Texas	Tunisia	4	90	Bison
Georgia	Uruguay	8	38	Swan
Mississippi	Slovenia	6	45	Jackal
Idaho	Slovakia	2	7	Ostrich
California	EQUATORIAL_GUINEA	2	89	Chamois
Wyoming	New_Mexico	7	58	Otter
Washington	Turkey	1	63	Cirrhoscyllium
Washington	Switzerland	4	98	Carcharhinus
Oregon	Washington	0	81	Pelican
Michigan	Latvia	2	54	Sawshark
Montana	NEW_ZEALAND	4	79	Polecat
Virginia	Saudi_Arabia	7	65	Donkey
Mississippi	Alabama	5	92	Cormorant
Hawaii	Australia	7	86	Crow
Louisiana	New_Jersey	3	13	Angel_shark
Kentucky	Maryland	7	18	Bison
Texas	Malawi	0	69	Coccinellidae
Alaska	CZECH_REPUBLIC	2	93	Snipe
New_Jersey	Alabama	7	86	Scoliodon
Delaware	Maryland	5	29	Isurus
Connecticut	Finland	9	99	Prionace
Oregon	Nebraska	5	6	Bison
Tennessee	Guatemala	7	72	Crow
North_Dakota	Grenada	1	81	Dogfish
Alabama	Samoa	3	23	Ostrich
Massachusetts	Washington	0	55	Parascyllium
Nebraska	Mozambique	9	88	Skunk
Minnesota	Ukraine	9	31	Crow
Georgia	Thailand	9	48	Raven
Maryland	Pennsylvania	5	94	Parascyllium
Louisiana	Washington	3	50	Mouse
Indiana	EQUATORIAL_GUINEA	0	4	Heron
Connecticut	Sudan	3	45	Cobra
Wyoming	Maryland	2	67	Hawk
Maine	MARSHALL_ISLANDS	7	14	Sheep
Arizona	Japan	4	40	Ostrich
Louisiana	North_Carolina	9	55	Rhinoceros
Rhode_Island	Singapore	5	29	Hyena
Maryland	Barbados	1	34	Badger
New_Jersey	Massachusetts	8	89	Snipe
Wyoming	Zimbabwe	9	75	Mallard
Hawaii	EL_SALVADOR	2	14	Apristurus
South_Carolina	Jordan	3	38	Nightingale
Texas	Croatia	4	65	Columbidae
Oregon	Monaco	5	20	Apristurus
Missouri	Massachusetts	4	27	Coyote
Idaho	Ukraine	1	25	Triaenodon
Virginia	Missouri	2	62	Lamniformes
South_Carolina	Japan	2	95	Echinorhinus
Massachusetts	Netherlands	9	42	Heron
West_Virginia	DOMINICAN_REPUBLIC	3	27	Isogomphodon
Connecticut	Morocco	2	46	Chamois
Missouri	Greece	6	84	Lion
Idaho	Maryland	2	73	Mule
Minnesota	Nigeria	0	91	Reindeer
Wyoming	Florida	5	54	Hawk
Connecticut	TRINIDAD_AND_TOBAGO	3	5	Magpie
Iowa	Ukraine	0	45	Pinniped
West_Virginia	Singapore	7	94	Carcharhinus
Ohio	Ecuador	2	61	Bullhead_shark
Iowa	California	5	19	Ram
New_Hampshire	New_Jersey	6	20	Human
Michigan	Lithuania	9	96	Triaenodon
Florida	Barbados	5	44	Apristurus
Maryland	Switzerland	8	38	Otter
Alaska	Japan	6	24	Whale_Shark
Connecticut	Arizona	6	33	Goldfinch
Nevada	Taiwan	1	41	Guanaco
Virginia	Ethiopia	9	11	Swallow
Mississippi	Louisiana	8	46	Pristiophorus
Maryland	Tuvalu	4	33	Triaenodon
Georgia	Alabama	1	55	Cobra
Rhode_Island	Vatican_City	4	59	Sphyrna_lewini
Mississippi	EL_SALVADOR	2	34	Baboon
Florida	Dominica	6	91	Beaver
Rhode_Island	Morocco	5	23	Angel_shark
Oklahoma	Michigan	2	99	Otter
Iowa	Tonga	4	32	Prionace_glauca
Kentucky	Slovenia	2	43	Reindeer
Louisiana	Thailand	2	59	Fish
Nebraska	Luxembourg	4	35	Hamster
Oregon	Texas	9	5	Human
Pennsylvania	Georgia	8	49	Hemiscyllium
Delaware	Minnesota	9	14	Fox
Kansas	Madagascar	7	98	Apristurus
Illinois	Ireland	1	28	Gerbil
West_Virginia	Turkey	0	75	Negaprion
South_Carolina	Malaysia	2	10	Human
Nevada	Zimbabwe	6	31	Sphyrna_lewini
Wyoming	Alaska	6	11	Isurus
Connecticut	Alabama	2	30	Skunk
Indiana	California	2	29	Polecat
Kentucky	Mozambique	6	53	Angel_shark
Wisconsin	Pennsylvania	3	5	Giraffe
Hawaii	Turkey	2	32	Nightingale
Delaware	Tuvalu	3	38	Hawk
West_Virginia	Kiribati	9	32	Badger
Colorado	Wyoming	5	89	Guanaco
Mississippi	Guatemala	1	37	Donkey
Alabama	CZECH_REPUBLIC	0	34	Triaenodon
Nebraska	Latvia	5	0	Pygmy_Shark
New_York	Maryland	3	34	Mule
Wyoming	Switzerland	9	48	Crow
Kentucky	Cyprus	1	43	Hemitriakis
Montana	Japan	2	9	Bison
Texas	South_Carolina	6	79	Sheep
Kansas	Lithuania	2	14	Goldfinch
Indiana	Maryland	1	78	Polecat
Ohio	Mozambique	8	47	Donkey
Montana	Louisiana	3	87	Cirrhoscyllium
Oklahoma	Cyprus	6	55	Crow
Nevada	Alabama	0	97	Cirrhoscyllium
Michigan	Finland	9	9	Jaguar
Maryland	Uruguay	4	94	Hyena
Connecticut	Louisiana	7	96	Prionace_glauca
California	Malawi	1	94	Wren
Oregon	Louisiana	8	70	American_Bison
Virginia	EQUATORIAL_GUINEA	9	40	Scoliodon
Illinois	Latvia	7	29	Black_panther
Montana	Maryland	4	35	Sheep
New_Jersey	Ghana	9	32	Black_panther
Maine	North_Carolina	4	56	Bison
Florida	Monaco	8	92	Fox
Indiana	Michigan	3	20	Jaguar
Louisiana	Nebraska	0	93	Gerbil
Oregon	TRINIDAD_AND_TOBAGO	8	46	Negaprion
New_Hampshire	Dominica	9	68	Polecat
Nevada	New_Mexico	1	38	Flamingo
New_Mexico	Alabama	4	14	Quail
Montana	Finland	3	96	Bullhead_shark
Wyoming	Denmark	5	65	Snipe
Nevada	Georgia	5	86	Pristiophorus
Rhode_Island	Colombia	0	6	Baboon
Maryland	Maryland	2	71	Polecat
South_Dakota	EL_SALVADOR	9	97	Parascyllium
Nebraska	Tuvalu	4	33	Jackal
Vermont	Kiribati	2	93	Hawk
Idaho	Arizona	8	72	Bullhead_shark
Maryland	Nebraska	6	79	Lamna
New_Hampshire	Pennsylvania	4	18	Mouse
Ohio	Illinois	4	23	Camel
Wyoming	Greece	8	22	Badger
Mississippi	Taiwan	9	30	Prionace
California	TRINIDAD_AND_TOBAGO	1	54	Snipe
Pennsylvania	Washington	9	92	Rhinoceros
Kansas	Serbia	3	50	Rhizoprionodon
Michigan	Lithuania	7	63	Human
Kentucky	Spain	8	98	Hamster
South_Carolina	Guatemala	2	26	Swallow
Massachusetts	Ethiopia	8	93	Sheep
Delaware	Wyoming	0	24	Angel_shark
Arkansas	Ethiopia	1	43	Peafowl
Alaska	California	9	84	Mouse
Oregon	New_Jersey	7	45	Fish
Tennessee	Canada	6	46	Human
North_Dakota	New_Jersey	2	57	Swallow
Idaho	Tanzania	8	25	Partridge
New_Jersey	Minnesota	3	41	Donkey
Illinois	Rhode_Island	0	59	Lamniformes
Ohio	Malawi	5	88	Pony
West_Virginia	Ukraine	8	54	Hyena
Michigan	Kiribati	1	49	Crow
Delaware	Alaska	6	8	Goose
California	Australia	8	41	Raven
Arizona	Colombia	4	82	Hemiscyllium
Tennessee	North_Carolina	8	58	Hyena
Colorado	Oregon	3	80	Hyena
Nevada	New_Mexico	3	31	Orectolobus
Pennsylvania	Luxembourg	7	86	Hawk
Pennsylvania	Samoa	2	17	Parascyllium
Louisiana	Pennsylvania	7	19	Mule
Illinois	New_Jersey	0	57	Reindeer
California	Nigeria	4	58	Hyena
Maryland	Taiwan	3	68	Skunk
New_Hampshire	Rhode_Island	7	33	American_Bison
Hawaii	Spain	5	2	Pinniped
Virginia	Uganda	0	48	Cirrhoscyllium
Nebraska	Zambia	4	57	Lion
Utah	Grenada	3	30	Triakis
Alaska	WESTERN_SAHARA	0	54	Mallard
North_Dakota	Nauru	7	9	Raven
North_Dakota	Tonga	1	86	Swallow
Utah	Hawaii	3	9	Dolphin
Utah	Morocco	6	7	Mule
Nebraska	COSTA_RICA	8	32	Hornet
Oregon	Serbia	7	56	Negaprion
Missouri	Monaco	4	0	Parascyllium
Arkansas	Denmark	4	16	Carcharhinus
Alabama	Jordan	3	88	Cobra
Arkansas	Barbados	5	51	Jaguar
Iowa	Nepal	4	84	Alligator
Rhode_Island	Thailand	5	48	Cormorant
New_Mexico	Ghana	0	64	Flamingo
Alabama	Slovenia	7	87	Parmaturus
Nevada	Samoa	9	71	Carcharhinus
South_Dakota	Italy	8	10	Goldfinch
Wyoming	New_Jersey	9	5	Hamster
West_Virginia	Croatia	3	16	Mouse
Idaho	Greece	2	46	Coyote
North_Dakota	Italy	5	29	Fox
Texas	Thailand	1	58	Partridge
Michigan	Arizona	5	28	Lamniformes
South_Carolina	Spain	2	84	Swan
Utah	Minnesota	2	87	Gorilla
Kansas	New_Jersey	8	16	Zebra
South_Dakota	Minnesota	6	47	Flamingo
Iowa	Canada	9	66	Prionace
North_Carolina	Madagascar	3	2	Triakis
Connecticut	Japan	1	19	Alligator
South_Dakota	Malta	8	29	Coyote
New_Jersey	Mississippi	7	77	Human
Ohio	Mozambique	0	90	Sphyrna_lewini
West_Virginia	Slovenia	4	11	Scoliodon
Illinois	Kiribati	4	36	Polecat
North_Carolina	Zambia	9	77	Human
Montana	Tennessee	1	40	Chamois
Arkansas	Thailand	6	50	Fish
Delaware	Arizona	7	43	Wombat
Alaska	Taiwan	4	7	Triakis
Alaska	Texas	4	99	Mule
South_Carolina	Denmark	5	70	Isogomphodon
Ohio	Uruguay	4	54	Chamois
Indiana	Spain	0	47	Lion
Alabama	Texas	0	90	Mule
North_Dakota	Sudan	3	89	Jackal
Mississippi	Tonga	5	76	Wren
Illinois	Illinois	9	12	Ostrich
Hawaii	Slovenia	7	24	Hemitriakis
New_Jersey	Samoa	6	33	Bullhead_shark
Virginia	Samoa	0	44	Nightingale
Maine	Rhode_Island	3	67	Camel
Delaware	Louisiana	7	22	Black_panther
Montana	Turkey	4	96	Triaenodon
Tennessee	Japan	1	11	Guanaco
Arizona	Switzerland	5	34	Whale_Shark
Rhode_Island	Madagascar	6	77	Cheetah
Arkansas	EL_SALVADOR	0	16	Prionace
Wisconsin	Slovakia	1	34	Coccinellidae
Wisconsin	Nepal	7	12	Partridge
Connecticut	Pennsylvania	0	48	Hyena
Rhode_Island	Saudi_Arabia	8	23	Bullhead_shark
Montana	Uruguay	9	99	Quail
Pennsylvania	Zimbabwe	7	20	Gorilla
Delaware	Canada	7	82	Gazelle
Georgia	Slovenia	4	19	Columbidae
Hawaii	Massachusetts	5	42	Flamingo
Arkansas	Canada	3	10	Beaver
Nevada	Illinois	7	99	Orectolobus
Arkansas	Latvia	5	85	Goldfinch
Wyoming	DOMINICAN_REPUBLIC	1	70	Whale_Shark
New_York	Virginia	5	53	Lion
Maine	Maryland	9	54	Badger
Wyoming	Denmark	2	46	Dolphin
Missouri	Nauru	5	59	Coccinellidae
Mississippi	Slovenia	8	60	Heron
Connecticut	Japan	8	13	Hawk
Arizona	Mozambique	9	53	Crow
Michigan	TRINIDAD_AND_TOBAGO	5	14	Giant_Panda
Utah	Nebraska	1	87	Sphyrna_lewini
California	Greece	2	59	Jaguar
Utah	Mississippi	6	6	Hemitriakis
South_Dakota	Samoa	0	82	Lamna
Indiana	Uganda	0	92	Fox
Wisconsin	Maryland	0	51	Jackal
Rhode_Island	Japan	1	86	Prionace
Rhode_Island	France	8	84	Black_panther
Alaska	Maryland	3	0	Alligator
New_Mexico	Uruguay	3	24	Magpie
South_Carolina	Cyprus	7	39	Cormorant
Michigan	Australia	9	38	Polecat
New_York	Kiribati	4	48	Isogomphodon
Delaware	Tanzania	7	40	Swan
Michigan	Ethiopia	8	78	Scoliodon
Connecticut	Missouri	4	77	Cheetah
Montana	Romania	2	95	Scoliodon
New_Jersey	Uganda	5	42	Rhizoprionodon
West_Virginia	Pennsylvania	4	81	Lamna
Washington	Netherlands	4	42	Chamois
New_York	Alabama	9	83	Hyena
California	Zambia	9	56	Pinniped
Pennsylvania	CZECH_REPUBLIC	5	42	Mouse
New_Jersey	Turkey	7	90	Lamna
Hawaii	TRINIDAD_AND_TOBAGO	7	68	Giraffe
New_York	Rhode_Island	1	8	Carcharhinus
New_Jersey	Tunisia	7	87	Lamniformes
Wyoming	Sweden	5	74	Pygmy_Shark
Texas	Mississippi	8	25	Alligator
Wyoming	Alabama	6	56	Peafowl
Illinois	Barbados	1	11	Pinniped
Pennsylvania	California	4	46	Dolphin
Rhode_Island	California	7	24	Jackal
Delaware	COSTA_RICA	3	84	Snipe
Maine	Wisconsin	1	61	Mule
Pennsylvania	Hawaii	2	77	Sheep
Kentucky	Taiwan	6	15	Jaguar
North_Carolina	Slovenia	4	0	Pony
Nevada	Ghana	5	9	Swallow
Louisiana	Samoa	1	49	Ostrich
Nebraska	COSTA_RICA	6	84	Reindeer
South_Dakota	EL_SALVADOR	5	97	Flamingo
Maryland	Samoa	7	65	Whale_Shark
Missouri	Tuvalu	8	68	Fish
Vermont	New_Jersey	7	95	Camel
North_Dakota	Tunisia	8	13	Chamois
Virginia	Colombia	1	44	Human
Arkansas	Maryland	3	98	Manatee
Iowa	Tunisia	0	60	Camel
Kentucky	California	0	92	Pristiophorus
Vermont	France	3	87	Wombat
Nebraska	Tunisia	3	69	Sawshark
Hawaii	Washington	6	52	Polecat
Louisiana	NEW_ZEALAND	6	26	Sawshark
Iowa	Dominica	2	29	Magpie
Arizona	Latvia	5	19	Donkey
New_Hampshire	Maine	4	69	Carcharhiniformes
Indiana	Sweden	5	73	Hemitriakis
Maine	Zimbabwe	1	34	Polecat
Delaware	Missouri	2	49	Dogfish
Pennsylvania	Jordan	3	65	Cormorant
New_Jersey	Saudi_Arabia	1	67	Chiloscyllium
Oklahoma	Denmark	4	66	Isogomphodon
Colorado	Spain	4	46	Snipe
Nevada	New_Jersey	7	35	Beaver
Louisiana	Tonga	9	48	Parmaturus
Wisconsin	Zimbabwe	4	82	Columbidae
Virginia	Morocco	6	98	Sphyrna_lewini
Indiana	Nepal	0	4	Chiloscyllium
Missouri	Namibia	8	54	Bison
Kansas	Grenada	2	30	Snipe
Georgia	Wisconsin	2	8	Carcharhiniformes
Montana	Ethiopia	1	31	Rhizoprionodon
Maine	New_Mexico	2	88	Triakis
Florida	Switzerland	8	14	Lamna
Wisconsin	EL_SALVADOR	8	60	Cobra
Texas	New_Mexico	4	17	Louse
Illinois	Washington	3	6	American_Bison
Virginia	DOMINICAN_REPUBLIC	5	19	Parascyllium
Wyoming	DOMINICAN_REPUBLIC	9	41	Camel
New_Jersey	Nigeria	8	17	Badger
Mississippi	Kiribati	9	2	Coyote
New_York	Nigeria	3	98	Isogomphodon
Mississippi	Uganda	2	49	Hawk
New_Mexico	COSTA_RICA	5	44	Human
Kentucky	Oregon	9	68	Fish
Maryland	Croatia	4	90	Mouse
Massachusetts	NEW_ZEALAND	2	48	Whale_Shark
Oregon	Canada	2	53	Jackal
Alabama	Croatia	1	57	Isurus
South_Dakota	Nebraska	2	89	Sawshark
Hawaii	Greece	5	14	Whale_Shark
Oregon	Colombia	8	35	Otter
California	Tunisia	9	74	Sheep
Nebraska	Latvia	9	91	Bullhead_shark
New_Hampshire	Latvia	8	12	Giraffe
Hawaii	Tonga	6	74	Giraffe
Mississippi	EL_SALVADOR	9	44	Guanaco
Montana	TRINIDAD_AND_TOBAGO	5	41	Flamingo
Montana	Malta	6	34	Zebra
Colorado	Florida	1	27	Crow
Minnesota	Switzerland	3	89	Poroderma
South_Dakota	Guatemala	2	13	Chiloscyllium
South_Carolina	Maine	4	84	Gorilla
Ohio	Minnesota	1	98	Louse
Missouri	Latvia	3	91	Sheep
South_Carolina	Uganda	4	5	Isurus
Mississippi	Illinois	4	59	Pelican
North_Carolina	Uruguay	7	65	Parascyllium
Connecticut	Serbia	0	66	Pygmy_Shark
Utah	Italy	9	41	Hemitriakis
Wyoming	Maryland	7	4	Sheep
Idaho	Zambia	8	6	Carcharhiniformes
Mississippi	Saudi_Arabia	7	63	Moose
Iowa	Monaco	3	88	Poroderma
Vermont	Sweden	4	91	Hawk
South_Dakota	Zambia	2	59	Orectolobus
Alaska	Louisiana	8	59	Dogfish
Rhode_Island	Uruguay	2	42	Triakis
Nevada	Malawi	5	91	Lion
South_Dakota	Finland	6	4	Guanaco
New_Hampshire	Tennessee	5	19	Manatee
Colorado	Serbia	7	92	Chiloscyllium
Idaho	Luxembourg	4	85	Human
Oklahoma	Illinois	8	65	Goldfinch
Hawaii	New_Jersey	1	85	Polecat
Pennsylvania	Wisconsin	9	56	Chamois
South_Dakota	Pennsylvania	8	34	Pinniped
Kansas	Ireland	8	26	Hawk
Arizona	Cyprus	3	0	Coccinellidae
Wyoming	Georgia	4	91	Zebra
New_York	Taiwan	0	84	Swan
Texas	Tanzania	2	30	Sheep
Arizona	Arizona	2	34	Nightingale
Colorado	Latvia	8	7	Rhinoceros
North_Dakota	Wisconsin	8	84	Ram
Iowa	Australia	8	72	Wombat
Wisconsin	Malta	5	7	Bison
Nevada	Louisiana	1	81	Carcharhiniformes
Hawaii	Saudi_Arabia	8	34	Fish
New_Mexico	California	5	16	Apristurus
Mississippi	Barbados	0	81	Cobra
Virginia	WESTERN_SAHARA	5	93	Angel_shark
Montana	Wisconsin	3	39	Alligator
Hawaii	Slovakia	6	51	Cobra
Wyoming	Arizona	3	37	Gorilla
Kentucky	Ireland	2	26	Ram
Delaware	New_Mexico	8	88	Cirrhoscyllium
Florida	Florida	4	38	Cobra
South_Carolina	EL_SALVADOR	4	8	Badger
Massachusetts	Florida	1	48	Heron
Maine	New_Jersey	2	81	Human
Utah	Wisconsin	5	55	Pinniped
Pennsylvania	Sudan	6	44	Lion
Alaska	TRINIDAD_AND_TOBAGO	4	13	Skunk
Delaware	Nauru	0	37	Dolphin
California	Netherlands	3	87	Rhinoceros
Alabama	Slovakia	7	0	Rhinoceros
Rhode_Island	Lithuania	4	47	Mouse
Colorado	Taiwan	1	54	Apristurus
Oklahoma	Ukraine	1	73	Crow
Montana	Missouri	4	30	Bison
Florida	Kiribati	2	48	Prionace_glauca
Utah	Minnesota	1	17	Hawk
Washington	Cyprus	4	38	Pygmy_Shark
South_Dakota	Slovenia	2	80	Human
Illinois	Alaska	5	84	Triaenodon
Kansas	Guatemala	1	18	Gazelle
North_Dakota	Minnesota	3	62	Pygmy_Shark
Maryland	Maryland	7	65	Parmaturus
South_Dakota	Latvia	2	47	Magpie
Connecticut	Samoa	3	80	Skunk
South_Carolina	Colombia	5	8	Hornet
Kansas	TRINIDAD_AND_TOBAGO	0	38	Crow
Illinois	South_Carolina	4	57	Swallow
Oklahoma	Tunisia	7	73	Raven
South_Dakota	Minnesota	2	29	Rhizoprionodon
Michigan	Ukraine	9	82	Triaenodon
Arkansas	Georgia	1	21	Bison
Montana	Zimbabwe	2	11	Baboon
Oregon	Japan	8	82	Heron
Colorado	Wisconsin	9	74	Heron
Texas	South_Carolina	2	43	Black_panther
Alaska	Australia	1	7	Lamna
South_Dakota	EQUATORIAL_GUINEA	9	19	Columbidae
New_Mexico	New_Jersey	8	62	Scoliodon
Minnesota	Italy	8	52	Peafowl
Maine	CZECH_REPUBLIC	7	82	Black_panther
Wyoming	DOMINICAN_REPUBLIC	4	24	Coyote
Oklahoma	Uganda	0	27	American_Bison
Arizona	WESTERN_SAHARA	8	91	Skunk
New_Jersey	Serbia	0	75	Isogomphodon
Idaho	Dominica	9	29	Sawshark
New_Hampshire	Massachusetts	4	41	Cirrhoscyllium
Delaware	New_Jersey	1	88	Triakis
Wisconsin	Georgia	8	26	Coyote
South_Carolina	Ecuador	9	65	Guanaco
Iowa	Texas	2	13	Coccinellidae
Indiana	Virginia	3	10	Parascyllium
Texas	CZECH_REPUBLIC	0	3	Badger
Colorado	Cyprus	6	99	Guanaco
Iowa	California	3	63	Gorilla
Washington	Tuvalu	0	85	Squaliformes
Virginia	Switzerland	0	68	Anatidae
Rhode_Island	Latvia	4	17	Goldfinch
Arizona	EQUATORIAL_GUINEA	3	34	Reindeer
Oklahoma	Grenada	3	96	Columbidae
Colorado	Colombia	5	40	Hemiscyllium
Massachusetts	NEW_ZEALAND	9	54	Pristiophorus
Indiana	Kiribati	7	64	Hamster
North_Carolina	Sudan	9	58	Pygmy_Shark
Rhode_Island	Wisconsin	5	87	Manatee
North_Carolina	Nauru	8	60	Pinniped
Indiana	Japan	2	31	Gazelle
Iowa	Oregon	4	96	Baboon
South_Carolina	Mississippi	5	61	Sawshark
Alabama	Denmark	8	44	Rhinoceros
Iowa	Namibia	6	49	Moose
Utah	Alaska	0	39	Coccinellidae
Indiana	Namibia	4	57	Sheep
Tennessee	Zambia	6	82	Sphyrna_lewini
Texas	Monaco	3	48	Mule
West_Virginia	Rhode_Island	0	4	Goldfinch
New_Jersey	Arizona	7	10	Otter
West_Virginia	Thailand	4	68	Anatidae
Connecticut	Serbia	2	58	Giant_Panda
Alaska	Zambia	1	85	Gerbil
New_Hampshire	Tanzania	8	12	American_Bison
Florida	EQUATORIAL_GUINEA	4	23	Lamniformes
Tennessee	Canada	0	28	Sphyrna_lewini
Vermont	Ethiopia	8	33	Lamniformes
Wyoming	California	7	91	Apristurus
Florida	Lithuania	7	81	Lamniformes
Delaware	Ghana	2	72	Hemiscyllium
Connecticut	New_Jersey	3	6	Pygmy_Shark
Indiana	Minnesota	9	19	Hamster
Arizona	Ethiopia	4	20	Gazelle
Virginia	Colombia	9	58	Magpie
South_Carolina	Zimbabwe	8	68	Polecat
New_Mexico	Colombia	1	47	Cheetah
Alaska	Georgia	3	71	Fish
New_Hampshire	Lithuania	8	90	Negaprion
Pennsylvania	Malawi	6	11	Sawshark
Nevada	Sweden	7	96	Poroderma
New_York	Michigan	2	77	Mule
Colorado	Denmark	9	26	Giraffe
Kansas	Illinois	9	88	Nightingale
Connecticut	Slovakia	3	6	Prionace_glauca
Rhode_Island	Ghana	8	2	Mouse
West_Virginia	Nepal	3	9	Sawshark
Massachusetts	Serbia	5	39	Alligator
Minnesota	Arizona	3	22	Otter
Maryland	Canada	4	43	Dolphin
Kansas	Alaska	4	40	Guanaco
Vermont	Thailand	3	29	Flamingo
Missouri	Tanzania	4	88	Louse
Mississippi	Sweden	6	73	Moose
Indiana	Zambia	5	58	Gorilla
Massachusetts	Madagascar	1	22	Pygmy_Shark
Louisiana	Turkey	4	26	Badger
South_Dakota	New_Jersey	9	81	Zebra
Missouri	Slovakia	1	27	Giraffe
Oregon	Guatemala	6	75	Partridge
Pennsylvania	Malaysia	1	14	Manatee
Massachusetts	COSTA_RICA	4	88	Isogomphodon
Illinois	Thailand	6	95	Sphyrna_lewini
North_Dakota	Minnesota	7	90	Partridge
Arkansas	Taiwan	0	80	Hemiscyllium
North_Carolina	Wyoming	0	15	Giant_Panda
Washington	South_Carolina	5	94	Isurus
Kansas	Wisconsin	5	56	Hyena
Nevada	Taiwan	2	72	Swallow
West_Virginia	Lithuania	0	38	Negaprion
Mississippi	Japan	2	88	Hornet
New_York	Alaska	8	51	Polecat
Kansas	Malta	1	66	Pelican
Arizona	Nigeria	4	36	Chamois
Mississippi	New_Jersey	2	81	Triaenodon
Kansas	Romania	1	1	Black_panther
Minnesota	Slovenia	6	62	American_Bison
New_Hampshire	Taiwan	3	35	Squaliformes
Rhode_Island	Maine	9	7	Anatidae
Maryland	California	1	56	Wombat
Alaska	Malawi	8	78	Dolphin
Arkansas	Serbia	3	47	Louse
West_Virginia	Virginia	1	31	Coyote
New_Hampshire	Illinois	4	82	Polecat
Connecticut	Grenada	8	39	Gorilla
Oklahoma	Lithuania	7	48	Gerbil
West_Virginia	EQUATORIAL_GUINEA	1	11	Anatidae
New_York	Saudi_Arabia	4	19	Pelican
Vermont	Tunisia	3	18	Angel_shark
Vermont	Malaysia	6	47	Parascyllium
Arkansas	EL_SALVADOR	7	14	Cobra
Texas	Oregon	3	49	Peafowl
New_Mexico	Tonga	3	49	Negaprion
Arkansas	Samoa	5	71	Otter
Iowa	Nigeria	0	94	Human
Kentucky	Serbia	2	94	Reindeer
Iowa	Nauru	4	42	Badger
Ohio	Luxembourg	1	78	Pristiophorus
Utah	New_Jersey	2	33	Coyote
Louisiana	Malta	9	61	Sawshark
Virginia	Oregon	6	28	Otter
Wyoming	Barbados	8	61	Pony
West_Virginia	Jordan	6	25	Ostrich
Maryland	Ethiopia	2	91	Wren
Oklahoma	Guatemala	2	61	Negaprion
Maine	Zambia	0	0	Swallow
Kansas	Dominica	3	77	Pinniped
Kansas	Australia	8	72	Donkey
West_Virginia	TRINIDAD_AND_TOBAGO	2	23	Coyote
Connecticut	Arizona	1	50	Pony
Texas	Switzerland	5	3	Polecat
Arkansas	Ghana	4	49	Peafowl
Vermont	Malaysia	4	35	Lamniformes
Alaska	Ethiopia	7	59	Heron
Kentucky	Alaska	4	13	Baboon
Rhode_Island	France	5	35	Bison
New_Hampshire	Alaska	1	7	Gorilla
Rhode_Island	Luxembourg	5	38	Chamois
Texas	Malta	7	40	Snipe
Florida	Denmark	9	3	Mouse
California	Spain	2	53	Lion
Wisconsin	Tennessee	2	55	Camel
Illinois	California	4	16	Fox
New_York	Slovakia	0	55	Goldfinch
Kentucky	Latvia	5	70	Otter
North_Carolina	Kiribati	4	43	Pygmy_Shark
Wyoming	Madagascar	1	63	Quail
Montana	Ecuador	8	3	Pinniped
New_Hampshire	Massachusetts	6	30	Nightingale
Washington	Washington	4	33	Triaenodon
South_Carolina	California	4	31	Giraffe
West_Virginia	Wisconsin	7	22	Donkey
Wyoming	Serbia	2	27	Giraffe
Tennessee	Madagascar	6	57	Triakis
Idaho	Wyoming	1	13	Moose
Wyoming	Taiwan	3	66	Goose
Kentucky	Virginia	0	52	Lion
Florida	CZECH_REPUBLIC	2	76	Crow
Massachusetts	Maryland	2	97	Whale_Shark
Texas	TRINIDAD_AND_TOBAGO	0	94	Camel
Connecticut	Ethiopia	3	60	Triakis
Alabama	Singapore	4	17	Fish
New_York	EL_SALVADOR	8	45	Hornet
Florida	Romania	9	37	Rhinoceros
Oregon	Sweden	1	29	Manatee
Nevada	Uganda	8	77	Sheep
Arizona	Florida	4	74	Human
Pennsylvania	Tonga	6	81	American_Bison
